user_hash,source,company,region,job_title,period_raw,start_date,end_date,is_present,parse_ok,company_display_full,company_display_short,company_norm,region_display_full,region_display_short,region_norm,job_title_short
257bf094f0,talentCard,Saint-Gobain (Сен-Гобен Рус),,Руководитель отдела продаж,2005 -- 2011,2005-01-01,2011-12-01,False,True,Saint-Gobain (Сен-Гобен Рус),Saint-Gobain (Сен-Гобен Рус),saint gobain сен гобен рус,,,Not specified,Руководитель отдела продаж
257bf094f0,talentCard,ООО «Алупласт Рус»,,Директор по продажам и маркетингу,2011 -- 2013,2011-01-01,2013-12-01,False,True,ООО «Алупласт Рус»,ООО «Алупласт Рус»,алупласт рус,,,Not specified,Директор по продажам и маркетингу
257bf094f0,talentCard,ООО «МОБИ-ОЙЛ»,Московский регион,Коммерческий директор,01.2015 -- 12.2018,2015-01-01,2018-12-01,False,True,ООО «МОБИ-ОЙЛ»,ООО «МОБИ-ОЙЛ»,моби оил,Московский регион,Московский регион,Московскии Регион,Коммерческий директор
257bf094f0,talentCard,ГК «Таврида Электрик»,Международный холдинг,Коммерческий директор инструментального производства (прямые продажи оборудования),04.2019 -- 03.2022,2019-04-01,2022-03-01,False,True,ГК «Таврида Электрик»,ГК «Таврида Электрик»,гк таврида электрик,Международный холдинг,Международный холдинг,Международныи Холдинг,Коммерческий директор инструментального производства (пря...
257bf094f0,talentCard,ООО «Умное Будущее»,Интегратор систем автоматизации зданий,Коммерческий директор,10.2022 -- 10.2024,2022-10-01,2024-10-01,False,True,ООО «Умное Будущее»,ООО «Умное Будущее»,умное будущее,Интегратор систем автоматизации зданий,Интегратор систем автоматизации зданий,Интегратор Систем Автоматизации Здании,Коммерческий директор
257bf094f0,talentCard,АО «Спецхимия» (ГК Ростех),,Руководитель программы «Городская среда» (проектная деятельность),08.2024 - 12.2024,2024-08-01,2024-12-01,False,True,АО «Спецхимия» (ГК Ростех),АО «Спецхимия» (ГК Ростех),спецхимия гк ростех,,,Not specified,Руководитель программы «Городская среда» (проектная деяте...
f2a5359e06,talentCard,Greater LA,Greater LA,IT Support Engineer,2011 -- 2012,2011-01-01,2012-12-01,False,True,Greater LA,Greater LA,greater la,Greater LA,Greater LA,Greater La,IT Support Engineer
f2a5359e06,talentCard,Copitrak Systems,,IT Services Technician,2012,,,False,False,Copitrak Systems,Copitrak Systems,copitrak systems,,,Not specified,IT Services Technician
f2a5359e06,talentCard,Capita CS,,Technical Consultant,2012 -- 2013,2012-01-01,2013-12-01,False,True,Capita CS,Capita CS,capita cs,,,Not specified,Technical Consultant
f2a5359e06,talentCard,MDNX,,IT Field Engineer,2013 -- 2014,2013-01-01,2014-12-01,False,True,MDNX,MDNX,MDNX,,,Not specified,IT Field Engineer
f2a5359e06,talentCard,BlinkPipe,"Cambridge, UK",Sales Field Engineer,2015,,,False,False,BlinkPipe,BlinkPipe,blinkpipe,"Cambridge, UK","Cambridge, UK",United Kingdom,Sales Field Engineer
f2a5359e06,talentCard,Wandera,"London, UK",Technical Account Manager,2015 -- 2018,2015-01-01,2018-12-01,False,True,Wandera,Wandera,wandera,"London, UK","London, UK",United Kingdom,Technical Account Manager
f2a5359e06,talentCard,The Invaders,Remote,Project Manager,2018 -- Present,2018-01-01,2026-02-01,True,True,The Invaders,The Invaders,the invaders,Remote,Remote,Remote,Project Manager
c27bc631eb,talentCard,STRELKA KB,,UX Research Manager,10.2018 -- 05.2018,2018-10-01,2018-05-01,False,True,STRELKA KB,STRELKA KB,strelka kb,,,Not specified,UX Research Manager
c27bc631eb,talentCard,Institute for Urban Economics,,Project Lead (Real Estate Market Division),05.2018 -- 12.2019,2018-05-01,2019-12-01,False,True,Institute for Urban Economics,Institute for Urban Economics,institute for urban economics,,,Not specified,Project Lead (Real Estate Market Division)
c27bc631eb,talentCard,LLC SK Retail (поставщик рыбы и морепродуктов),,Financial Manager,12.2018 -- 05.2019,2018-12-01,2019-05-01,False,True,LLC SK Retail (поставщик рыбы и морепродуктов),LLC SK Retail (поставщик рыбы и морепродуктов),sk retail поставщик рыбы и морепродуктов,,,Not specified,Financial Manager
c27bc631eb,talentCard,"LLC Beewell (Retail, E-commerce, Pet Store)",,Project Manager,05.2019 -- 03.2022,2019-05-01,2022-03-01,False,True,"LLC Beewell (Retail, E-commerce, Pet Store)","LLC Beewell (Retail, E-commerce, Pet Store)",beewell retail e commerce pet store,,,Not specified,Project Manager
c27bc631eb,talentCard,Telegram community for animal transportation,,Project Manager (part-time),03.2022 -- 12.2024,2022-03-01,2024-12-01,False,True,Telegram community for animal transportation,Telegram community for animal transportation,telegram community for animal transportation,,,Not specified,Project Manager (part-time)
c27bc631eb,talentCard,LLC Veido,,Project Manager,01.2025 -- 08.2025,2025-01-01,2025-08-01,False,True,LLC Veido,LLC Veido,VEIDO,,,Not specified,Project Manager
4d09644d30,talentCard,1C-Minsk,Minsk,Software Support Engineer,04.2016 - 10.2019,2016-04-01,2019-10-01,False,True,1C-Minsk,1C-Minsk,1c minsk,Minsk,Minsk,Minsk,Software Support Engineer
4d09644d30,talentCard,ByTechSolution,Minsk,Head of BA Department,10.2019 - 08.2020,2019-10-01,2020-08-01,False,True,ByTechSolution,ByTechSolution,bytechsolution,Minsk,Minsk,Minsk,Head of BA Department
4d09644d30,talentCard,Avantis,"Remote, Slovakia",Business Analyst,06.2020 - 06.2023,2020-06-01,2023-06-01,False,True,Avantis,Avantis,avantis,"Remote, Slovakia","Remote, Slovakia","Remote, Slovakia",Business Analyst
4d09644d30,talentCard,Prof-IT Group,Minsk,Business Analyst,09.2020 - 07.2023,2020-09-01,2023-07-01,False,True,Prof-IT Group,Prof-IT Group,prof it,Minsk,Minsk,Minsk,Business Analyst
4d09644d30,talentCard,Kaseya,Kraków,Business Analyst,07.2023 - 12.2025,2023-07-01,2025-12-01,False,True,Kaseya,Kaseya,kaseya,Kraków,Kraków,Krakow,Business Analyst
fea0abcf75,talentCard,SAINT-GOBAIN (СЕН-ГОБЕН РУС),Москва,Руководитель отдела продаж,2005 -- 2011,2005-01-01,2011-12-01,False,True,SAINT-GOBAIN (СЕН-ГОБЕН РУС),SAINT-GOBAIN (СЕН-ГОБЕН РУС),saint gobain сен гобен рус,Москва,Москва,Moscow,Руководитель отдела продаж
fea0abcf75,talentCard,ООО «АЛУПЛАСТ РУС»,,Директор по продажам и маркетингу,2011 -- 2013,2011-01-01,2013-12-01,False,True,ООО «АЛУПЛАСТ РУС»,ООО «АЛУПЛАСТ РУС»,алупласт рус,,,Not specified,Директор по продажам и маркетингу
fea0abcf75,talentCard,ООО «МОБИ-ОЙЛ»,,Коммерческий директор,01.2015 -- 12.2018,2015-01-01,2018-12-01,False,True,ООО «МОБИ-ОЙЛ»,ООО «МОБИ-ОЙЛ»,моби оил,,,Not specified,Коммерческий директор
fea0abcf75,talentCard,ГК «Таврида Электрик»,,Коммерческий директор инструментального производства (прямые продажи оборудования),04.2019 -- 03.2022,2019-04-01,2022-03-01,False,True,ГК «Таврида Электрик»,ГК «Таврида Электрик»,гк таврида электрик,,,Not specified,Коммерческий директор инструментального производства (пря...
fea0abcf75,talentCard,ООО «Умное Будущее»,Москва,Коммерческий директор (интегратор систем автоматизации зданий),10.2022 -- 10.2024,2022-10-01,2024-10-01,False,True,ООО «Умное Будущее»,ООО «Умное Будущее»,умное будущее,Москва,Москва,Moscow,Коммерческий директор (интегратор систем автоматизации зд...
fea0abcf75,talentCard,АО «СПЕЦХИМИЯ» (ГК Ростех),Москва,Руководитель программы «Городская среда» (проектная деятельность),08.2024 - 12.2024,2024-08-01,2024-12-01,False,True,АО «СПЕЦХИМИЯ» (ГК Ростех),АО «СПЕЦХИМИЯ» (ГК Ростех),спецхимия гк ростех,Москва,Москва,Moscow,Руководитель программы «Городская среда» (проектная деяте...
6d0b7a82a1,latex_expheader,Okkam (ex. Dentsu),Москва,Директор по развитию бизнеса,09.2023 -- по н.в.,2023-09-01,2026-02-01,True,True,Okkam (ex. Dentsu),Okkam (ex. Dentsu),okkam ex dentsu,Москва,Москва,Moscow,Директор по развитию бизнеса
6d0b7a82a1,latex_expheader,Первый ОФД (ГК ВТБ),,"Директор бизнес-юнита (монетизация данных, BigData)",09.2018 -- 08.2023,2018-09-01,2023-08-01,False,True,Первый ОФД (ГК ВТБ),Первый ОФД (ГК ВТБ),первыи офд гк втб,,,Not specified,"Директор бизнес-юнита (монетизация данных, BigData)"
6d0b7a82a1,latex_expheader,Первый ОФД (ESN Group),,Директор по развитию бизнеса,05.2016 -- 09.2018,2016-05-01,2018-09-01,False,True,Первый ОФД (ESN Group),Первый ОФД (ESN Group),первыи офд esn,,,Not specified,Директор по развитию бизнеса
6d0b7a82a1,latex_previous,Softline (IaaS/SaaS),,"Директор по продажам: построение и развитие продаж облачных решений; рост продаж в 2013 финансовом году в 1 , 5 раза и в 2014 финансовом году в 2 раза; снижение оттока клиентов с 15% до 5%.",03.2012 -- 04.2016,2012-03-01,2016-04-01,False,True,Softline (IaaS/SaaS),Softline (IaaS/SaaS),softline iaas saas,,,Not specified,Директор по продажам: построение и развитие продаж облачн...
b9ef124e91,latex_expheader,SolaaX,,Senior Product Designer,01.2025 -- Present,2025-01-01,2026-02-01,True,True,SolaaX,SolaaX,solaax,,,Not specified,Senior Product Designer
b9ef124e91,latex_expheader,Prepaire Labs,,Senior Product Designer,01.2024 -- 01.2025,2024-01-01,2025-01-01,False,True,Prepaire Labs,Prepaire Labs,prepaire labs,,,Not specified,Senior Product Designer
b9ef124e91,latex_expheader,SCT Chemicals,,Product Designer,04.2023 -- 01.2024,2023-04-01,2024-01-01,False,True,SCT Chemicals,SCT Chemicals,sct chemicals,,,Not specified,Product Designer
b9ef124e91,latex_expheader,SupTape,,Product Designer,09.2021 -- 04.2023,2021-09-01,2023-04-01,False,True,SupTape,SupTape,suptape,,,Not specified,Product Designer
b9ef124e91,latex_expheader,Fiverr,,UX/UI Designer,01.2021 -- 06.2023,2021-01-01,2023-06-01,False,True,Fiverr,Fiverr,fiverr,,,Not specified,UX/UI Designer
d21fea6a77,latex_expheader,Cinematic Pixel,"Helsinki, Finland",Founder / Marketing Producer,01.2025 -- Present,2025-01-01,2026-02-01,True,True,Cinematic Pixel,Cinematic Pixel,cinematic pixel,"Helsinki, Finland","Helsinki, Finland",Finland,Founder / Marketing Producer
d21fea6a77,latex_expheader,Redhill Games,"Helsinki, Finland",Marketing Art Lead,01.2021 -- 12.2025,2021-01-01,2025-12-01,False,True,Redhill Games,Redhill Games,redhill games,"Helsinki, Finland","Helsinki, Finland",Finland,Marketing Art Lead
d21fea6a77,latex_expheader,Wargaming,"Minsk, Belarus",Creative Services Leadership Roles,01.2013 -- 12.2021,2013-01-01,2021-12-01,False,True,Wargaming,Wargaming,wargaming,"Minsk, Belarus","Minsk, Belarus",Minsk,Creative Services Leadership Roles
50876c7133,latex_expheader,TBC Uzbekistan (Финтех),"Ташкент, Узбекистан",Менеджер проектов,02.2024 -- 12.2025,2024-02-01,2025-12-01,False,True,TBC Uzbekistan (Финтех),TBC Uzbekistan (Финтех),tbc uzbekistan финтех,"Ташкент, Узбекистан","Ташкент, Узбекистан",Tashkent,Менеджер проектов
50876c7133,latex_expheader,VK (Финтех / IT),"Москва, Россия",Менеджер проектов,11.2021 -- 12.2023,2021-11-01,2023-12-01,False,True,VK (Финтех / IT),VK (Финтех / IT),vk финтех it,"Москва, Россия","Москва, Россия",Moscow,Менеджер проектов
50876c7133,latex_expheader,Vivanti (Фармацевтический маркетинг),"Москва, Россия",Менеджер проектов,03.2020 -- 10.2021,2020-03-01,2021-10-01,False,True,Vivanti (Фармацевтический маркетинг),Vivanti (Фармацевтический маркетинг),vivanti фармацевтическии маркетинг,"Москва, Россия","Москва, Россия",Moscow,Менеджер проектов
eba6dd91c3,latex_expheader,Confidential,"Dubai, UAE",Information Technology Business Partner (IT Infrastructure \& Operations Lead),01.2025 -- Present,2025-01-01,2026-02-01,True,True,Confidential,Confidential,confidential,"Dubai, UAE","Dubai, UAE",Dubai,Information Technology Business Partner (IT Infrastructur...
eba6dd91c3,latex_expheader,Green Management Solutions,"Dubai, UAE",Information Technology Business Partner (Head of Corporate IT / IT Operations),06.2023 -- 12.2024,2023-06-01,2024-12-01,False,True,Green Management Solutions,Green Management Solutions,green management solutions,"Dubai, UAE","Dubai, UAE",Dubai,Information Technology Business Partner (Head of Corporat...
eba6dd91c3,latex_expheader,Green Management Solutions,"Dubai, UAE",IT Project Manager (Smart HQ Infrastructure \& Collaboration),01.2023 -- 07.2023,2023-01-01,2023-07-01,False,True,Green Management Solutions,Green Management Solutions,green management solutions,"Dubai, UAE","Dubai, UAE",Dubai,IT Project Manager (Smart HQ Infrastructure \& Collaborat...
eba6dd91c3,latex_expheader,Sberbank,"Moscow, Russia","Risk Manager, Key Technology Programs (Central IT)",08.2021 -- 10.2022,2021-08-01,2022-10-01,False,True,Sberbank,Sberbank,Сбер,"Moscow, Russia","Moscow, Russia",Moscow,"Risk Manager, Key Technology Programs (Central IT)"
eba6dd91c3,latex_expheader,Innovation Security Solutions Co.,"Moscow, Russia",Head of Project Management (Systems Integration),12.2020 -- 08.2021,2020-12-01,2021-08-01,False,True,Innovation Security Solutions Co.,Innovation Security Solutions Co.,innovation security solutions,"Moscow, Russia","Moscow, Russia",Moscow,Head of Project Management (Systems Integration)
eba6dd91c3,latex_expheader,NLMK Group,"Moscow, Russia",IT Infrastructure Project \& Portfolio Manager,07.2020 -- 12.2020,2020-07-01,2020-12-01,False,True,NLMK Group,NLMK Group,NLMK,"Moscow, Russia","Moscow, Russia",Moscow,IT Infrastructure Project \& Portfolio Manager
eba6dd91c3,latex_expheader,Otto Group Russia,"Moscow, Russia",Head of IT Infrastructure Programs,12.2019 -- 07.2020,2019-12-01,2020-07-01,False,True,Otto Group Russia,Otto Group Russia,otto russia,"Moscow, Russia","Moscow, Russia",Moscow,Head of IT Infrastructure Programs
1a356bd12f,latex_expheader,"Astro7 (бренды Astro7, Aura7)",Москва,Руководитель экспертного отдела,03.2024 -- 06.2025,2024-03-01,2025-06-01,False,True,"Astro7 (бренды Astro7, Aura7)","Astro7 (бренды Astro7, Aura7)",astro7 бренды astro7 aura7,Москва,Москва,Moscow,Руководитель экспертного отдела
1a356bd12f,latex_expheader,"Займиго МФК (финтех-группа: Zaymigo, Кредиска и др.)",Нижний Новгород,"Руководитель фронт-офиса, Collection Director / Head of CC",10.2017 -- 03.2024,2017-10-01,2024-03-01,False,True,"Займиго МФК (финтех-группа: Zaymigo, Кредиска и др.)","Займиго МФК (финтех-группа: Zaymigo, Кредиска и др.)",заимиго мфк финтех группа zaymigo кредиска и др,Нижний Новгород,Нижний Новгород,Нижнии Новгород,"Руководитель фронт-офиса, Collection Director / Head of CC"
1a356bd12f,latex_expheader,Займиго МФК,Нижний Новгород,Старший менеджер по работе с клиентами,04.2018 -- 08.2021,2018-04-01,2021-08-01,False,True,Займиго МФК,Займиго МФК,заимиго мфк,Нижний Новгород,Нижний Новгород,Нижнии Новгород,Старший менеджер по работе с клиентами
1a356bd12f,latex_previous,Займиго МФК,,"Менеджер по работе с клиентами / Андеррайтер: участие в обучении сотрудников и формализации инструкций, быстрое погружение в клиентские процессы.",10.2017 -- 03.2018,2017-10-01,2018-03-01,False,True,Займиго МФК,Займиго МФК,заимиго мфк,,,Not specified,Менеджер по работе с клиентами / Андеррайтер: участие в о...
1a356bd12f,latex_previous,"Мобильные ТелеСистемы (МТС), Нижний Новгород",,"Специалист по работе с претензиями / Оператор колл-центра: клиентский сервис, управление конфликтами, анализ причин обращений.",07.2014 -- 02.2017,2014-07-01,2017-02-01,False,True,"Мобильные ТелеСистемы (МТС), Нижний Новгород","Мобильные ТелеСистемы (МТС), Нижний Новгород",мобильные телесистемы мтс нижнии новгород,,,Not specified,Специалист по работе с претензиями / Оператор колл-центра...
977686b7c2,latex_expheader,Группа компаний «Базовые решения»,,Директор по персоналу,01.2025 -- по н.в.,2025-01-01,2026-02-01,True,True,Группа компаний «Базовые решения»,Группа компаний «Базовые решения»,группа компании базовые решения,,,Not specified,Директор по персоналу
977686b7c2,latex_expheader,Страховой дом ВСК,,Руководитель команды HRBP,09.2023 -- 12.2024,2023-09-01,2024-12-01,False,True,Страховой дом ВСК,Страховой дом ВСК,страховои дом вск,,,Not specified,Руководитель команды HRBP
977686b7c2,latex_expheader,Группа компаний «Иннотех»,,Старший HR бизнес-партнёр,09.2022 -- 04.2023,2022-09-01,2023-04-01,False,True,Группа компаний «Иннотех»,Группа компаний «Иннотех»,группа компании иннотех,,,Not specified,Старший HR бизнес-партнёр
977686b7c2,latex_expheader,Московская Биржа,,HR бизнес-партнёр / Начальник отдела подбора персонала,09.2013 -- 06.2021,2013-09-01,2021-06-01,False,True,Московская Биржа,Московская Биржа,московская биржа,,,Not specified,HR бизнес-партнёр / Начальник отдела подбора персонала
977686b7c2,latex_expheader,Частная практика,,"Карьерный консультант, Executive-коуч",07.2021 -- по н.в.,2021-07-01,2026-02-01,True,True,Частная практика,Частная практика,частная практика,,,Not specified,"Карьерный консультант, Executive-коуч"
977686b7c2,latex_previous,Ростелеком,,Руководитель HR-направления «Олимпийские игры в Сочи-2014»: HR-поддержка крупного проекта.,2011--2012,2011-01-01,2012-12-01,False,True,Ростелеком,Ростелеком,ростелеком,,,Not specified,Руководитель HR-направления «Олимпийские игры в Сочи-2014...
977686b7c2,latex_previous,ВымпелКом / Билайн,,"Специалист по подбору персонала, C&B.",2004--2006,2004-01-01,2006-12-01,False,True,ВымпелКом / Билайн,ВымпелКом / Билайн,вымпелком билаин,,,Not specified,"Специалист по подбору персонала, C&B."
cc3f2957d2,latex_expheader,Tengizchevroil,Kazakhstan,"Technical Lead, Corporate Program",01.2025 -- Present,2025-01-01,2026-02-01,True,True,Tengizchevroil,Tengizchevroil,tengizchevroil,Kazakhstan,Kazakhstan,Kazakhstan,"Technical Lead, Corporate Program"
cc3f2957d2,latex_expheader,Tengizchevroil,Kazakhstan,"Technical Lead, Security Digital Initiatives",01.2024 -- 12.2025,2024-01-01,2025-12-01,False,True,Tengizchevroil,Tengizchevroil,tengizchevroil,Kazakhstan,Kazakhstan,Kazakhstan,"Technical Lead, Security Digital Initiatives"
cc3f2957d2,latex_expheader,Tengizchevroil,Kazakhstan,"Technical Lead, Production Optimization Product Line",01.2021 -- 12.2024,2021-01-01,2024-12-01,False,True,Tengizchevroil,Tengizchevroil,tengizchevroil,Kazakhstan,Kazakhstan,Kazakhstan,"Technical Lead, Production Optimization Product Line"
cc3f2957d2,latex_expheader,Tengizchevroil,Kazakhstan,"Software Engineer, Real-Time Data Foundation",01.2019 -- 12.2021,2019-01-01,2021-12-01,False,True,Tengizchevroil,Tengizchevroil,tengizchevroil,Kazakhstan,Kazakhstan,Kazakhstan,"Software Engineer, Real-Time Data Foundation"
cc3f2957d2,latex_expheader,Artillegence,,Senior Big Data Engineer,01.2018 -- 12.2021,2018-01-01,2021-12-01,False,True,Artillegence,Artillegence,artillegence,,,Not specified,Senior Big Data Engineer
cc3f2957d2,latex_previous,Academy of Preventive Medicine,,Full-Stack Software Engineer: Delivered 10+ web/mobile projects; applied deep learning for COPD detection.,2018 -- 2019,2018-01-01,2019-12-01,False,True,Academy of Preventive Medicine,Academy of Preventive Medicine,academy of preventive medicine,,,Not specified,Full-Stack Software Engineer: Delivered 10+ web/mobile pr...
cc3f2957d2,latex_previous,Moving.Support,,CTO / Full-Stack Software Engineer: Built a web application with an integrated computer vision algorithm.,2018 -- 2019,2018-01-01,2019-12-01,False,True,Moving.Support,Moving.Support,moving support,,,Not specified,CTO / Full-Stack Software Engineer: Built a web applicati...
cc3f2957d2,latex_previous,UNICEF Innovation Lab,,Blockchain Developer: Built an e-voting system and a drug supply chain management application using Hyperledger Fabric.,2017 -- 2018,2017-01-01,2018-12-01,False,True,UNICEF Innovation Lab,UNICEF Innovation Lab,unicef innovation lab,,,Not specified,Blockchain Developer: Built an e-voting system and a drug...
cc3f2957d2,latex_previous,International Information Technologies University,,Software Development Instructor: Prepared lesson materials for 100+ students.,2016 -- 2018,2016-01-01,2018-12-01,False,True,International Information Technologies University,International Information Technologies University,international information technologies university,,,Not specified,Software Development Instructor: Prepared lesson material...
cc3f2957d2,latex_previous,Crypto Exchange,,Ruby Developer: Built a Telegram bot for accounting/transactional services in Bitcoin for 150+ daily users.,2017 -- 2018,2017-01-01,2018-12-01,False,True,Crypto Exchange,Crypto Exchange,crypto exchange,,,Not specified,Ruby Developer: Built a Telegram bot for accounting/trans...
cc3f2957d2,latex_previous,Freelance,,PHP Developer: Delivered 60+ web applications including WordPress/Drupal plugins and eCommerce sites.,2014 -- 2016,2014-01-01,2016-12-01,False,True,Freelance,Freelance,freelance,,,Not specified,PHP Developer: Delivered 60+ web applications including W...
fbb3e67545,latex_expheader,Softeq,"Warsaw, Poland",Senior Project Manager,02.2023 -- Present,2023-02-01,2026-02-01,True,True,Softeq,Softeq,softeq,"Warsaw, Poland","Warsaw, Poland",Warsaw,Senior Project Manager
fbb3e67545,latex_expheader,Paralect,"Warsaw, Poland",Project Manager,08.2021 -- 01.2023,2021-08-01,2023-01-01,False,True,Paralect,Paralect,paralect,"Warsaw, Poland","Warsaw, Poland",Warsaw,Project Manager
fbb3e67545,latex_expheader,Yellow Systems,,Project Manager,10.2018 -- 08.2021,2018-10-01,2021-08-01,False,True,Yellow Systems,Yellow Systems,yellow systems,,,Not specified,Project Manager
fbb3e67545,latex_expheader,Tanix Group,,Project Management Intern,05.2018 -- 10.2018,2018-05-01,2018-10-01,False,True,Tanix Group,Tanix Group,TANIX,,,Not specified,Project Management Intern
bf694ef194,latex_expheader,Ernst \& Young,"Tel Aviv, Israel",Technology Risk Manager,07.2021 -- Present,2021-07-01,2026-02-01,True,True,Ernst \& Young,Ernst \& Young,ernst and young,"Tel Aviv, Israel","Tel Aviv, Israel",Israel,Technology Risk Manager
bf694ef194,latex_expheader,ActiveFence,"Ramat Gan, Israel",Intelligence Analyst (OSINT),03.2021 -- 04.2023,2021-03-01,2023-04-01,False,True,ActiveFence,ActiveFence,activefence,"Ramat Gan, Israel","Ramat Gan, Israel",Israel,Intelligence Analyst (OSINT)
bf694ef194,latex_expheader,Avnon Group,"Kfar Saba, Israel",Marketing Communications,01.2018 -- 01.2020,2018-01-01,2020-01-01,False,True,Avnon Group,Avnon Group,AVNON,"Kfar Saba, Israel","Kfar Saba, Israel",Israel,Marketing Communications
682a20470d,latex_expheader,Элком-электро,Москва,Менеджер по сопровождению клиентов,07.2024 -- 12.2025,2024-07-01,2025-12-01,False,True,Элком-электро,Элком-электро,элком электро,Москва,Москва,Moscow,Менеджер по сопровождению клиентов
682a20470d,latex_expheader,ООО ``Европейская Электротехника Дубна'',Москва,Менеджер сопровождения проектных продаж,03.2023 -- 03.2024,2023-03-01,2024-03-01,False,True,ООО ``Европейская Электротехника Дубна'',ООО ``Европейская Электротехника Дубна'',европеиская электротехника дубна,Москва,Москва,Moscow,Менеджер сопровождения проектных продаж
682a20470d,latex_expheader,Билайн-Вымпелком // Оптово-розничная компания (ИП Обушенков М.А.),Москва,Менеджер по продажам и обслуживанию клиентов / Руководитель офиса продаж,10.2014 -- 03.2023,2014-10-01,2023-03-01,False,True,Билайн-Вымпелком // Оптово-розничная компания (ИП Обушенков М.А.),Билайн-Вымпелком // Оптово-розничная компания (ИП Обушенк...,билаин вымпелком оптово розничная компания обушенков м а,Москва,Москва,Moscow,Менеджер по продажам и обслуживанию клиентов / Руководите...
5f056cbdc4,latex_expheader,HUAWEI,"Moscow, Russia",Senior Project Manager,09.2024--11.2025,2024-09-01,2025-11-01,False,True,HUAWEI,HUAWEI,huawei,"Moscow, Russia","Moscow, Russia",Moscow,Senior Project Manager
5f056cbdc4,latex_expheader,ENEC OPERATIONS,"Abu Dhabi, UAE",Project Manager,09.2017--09.2024,2017-09-01,2024-09-01,False,True,ENEC OPERATIONS,ENEC OPERATIONS,enec operations,"Abu Dhabi, UAE","Abu Dhabi, UAE",Abu Dhabi,Project Manager
5f056cbdc4,latex_expheader,KASPERSKY LAB,"Moscow, Russia",Key Account Manager,01.2014--09.2017,2014-01-01,2017-09-01,False,True,KASPERSKY LAB,KASPERSKY LAB,Лаборатория Касперского,"Moscow, Russia","Moscow, Russia",Moscow,Key Account Manager
5f056cbdc4,latex_previous,SITRONICS,,"Senior Project Manager: Implemented networking scope for an Intelligent Transportation System, delivering on time, on budget, and with full government compliance.",01.2013--01.2014,2013-01-01,2014-01-01,False,True,SITRONICS,SITRONICS,sitronics,,,Not specified,Senior Project Manager: Implemented networking scope for...
5f056cbdc4,latex_previous,SCHLUMBERGER,,Service Delivery Manager / Network Engineer: Ensured 99% availability of network infrastructure across Russia and CIS; completed 120+ circuit upgrades based on performance analysis of mission-critical applications.,11.2009--01.2013,2009-11-01,2013-01-01,False,True,SCHLUMBERGER,SCHLUMBERGER,schlumberger,,,Not specified,Service Delivery Manager / Network Engineer: Ensured 99%...
8671adf8de,latex_expheader,Migron,,Frontend Developer,11.2024 -- по н.в.,2024-11-01,2026-02-01,True,True,Migron,Migron,migron,,,Not specified,Frontend Developer
8671adf8de,latex_expheader,MWI digital-агентство,,Frontend Developer,05.2024 -- 09.2024,2024-05-01,2024-09-01,False,True,MWI digital-агентство,MWI digital-агентство,mwi digital агентство,,,Not specified,Frontend Developer
8671adf8de,latex_expheader,Quorbis,,Frontend Developer,09.2020 -- 05.2024,2020-09-01,2024-05-01,False,True,Quorbis,Quorbis,quorbis,,,Not specified,Frontend Developer
52384af408,latex_expheader,Smoove,,"Product Manager (SaaS, B2B/B2G) --- Maternity leave replacement",2025 -- Present,2025-01-01,2026-02-01,True,True,Smoove,Smoove,smoove,,,Not specified,"Product Manager (SaaS, B2B/B2G) --- Maternity leave repla..."
52384af408,latex_expheader,Melisron,,"Product Manager (e-commerce, SaaS, B2B/B2C)",2023 -- 2025,2023-01-01,2025-12-01,False,True,Melisron,Melisron,melisron,,,Not specified,"Product Manager (e-commerce, SaaS, B2B/B2C)"
52384af408,latex_expheader,Cybring,,"Product Manager (Cybersecurity, B2B/B2G)",2021 -- 2023,2021-01-01,2023-12-01,False,True,Cybring,Cybring,cybring,,,Not specified,"Product Manager (Cybersecurity, B2B/B2G)"
bb944adabf,latex_expheader,Grid Dynamics,,Senior Delivery Manager,07.2024 -- Present,2024-07-01,2026-02-01,True,True,Grid Dynamics,Grid Dynamics,grid dynamics,,,Not specified,Senior Delivery Manager
bb944adabf,latex_expheader,Samolet Plus,,Agile Project Manager,02.2024 -- 07.2024,2024-02-01,2024-07-01,False,True,Samolet Plus,Samolet Plus,samolet plus,,,Not specified,Agile Project Manager
bb944adabf,latex_expheader,CMA Small Systems AB,,Delivery Manager / Head of QA Department,01.2019 -- 09.2023,2019-01-01,2023-09-01,False,True,CMA Small Systems AB,CMA Small Systems AB,cma small systems ab,,,Not specified,Delivery Manager / Head of QA Department
bb944adabf,latex_expheader,Sberbank,,Head of QA Department,12.2016 -- 01.2019,2016-12-01,2019-01-01,False,True,Sberbank,Sberbank,Сбер,,,Not specified,Head of QA Department
4a0d0d0746,latex_expheader,BostonGene,"Boston, MA",Software Engineer / Data Engineer,2021 -- 2025,2021-01-01,2025-12-01,False,True,BostonGene,BostonGene,bostongene,"Boston, MA","Boston, MA","Boston, Ma",Software Engineer / Data Engineer
4a0d0d0746,latex_previous,"Johnson & Johnson (Moscow, Russia)",,Medical Representative: managed relationships with 300+ physicians; communicated clinical trial data and improved product adoption and sales by 20%.,2020 -- 2021,2020-01-01,2021-12-01,False,True,"Johnson & Johnson (Moscow, Russia)","Johnson & Johnson (Moscow, Russia)",johnson and johnson moscow russia,,,Not specified,Medical Representative: managed relationships with 300+ p...
